918.35,818.335,2.80682,11.9559,1006.86,372.297,-2.01709,4.67218,878.699,817.829,0.651428,16.0464,794.939,819.309,0.366821,17.6976,912.372,694.059,-0.266174,6.48047,880.142,693.202,-0.645569,6.39423,955.997,688.108,1.44098,5.70148,850.052,684.81,-1.36914,4.34784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
924.037,821.14,2.78937,12.1232,1006.87,372.288,-2.04547,4.69049,883.638,820.457,0.983948,16.6301,798.992,821.816,0.329163,17.9747,910.332,694.096,-0.374207,6.30463,877.967,693.672,-0.397827,6.12268,954.99,688.056,1.59479,5.97144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
927.473,822.744,2.7384,12.0046,1006.87,372.286,-2.02252,4.68683,887.018,822.099,0.576843,16.684,801.619,823.44,0.552429,18.1758,908.894,693.85,-0.330811,6.11469,876.317,693.574,-0.639526,6.33258,954.376,688.203,1.53473,5.7901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
932.122,824.908,2.92841,12.4462,1006.84,372.29,-1.99445,4.70712,891.318,824.363,0.834717,17.0285,804.985,826.191,0.476318,18.3573,906.217,694.435,-0.474487,6.39642,873.853,693.638,-0.331848,6.02478,953.251,688.677,1.82483,6.18237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
936.266,827.001,2.85303,12.4148,1006.85,372.313,-2.02509,4.69632,895.281,826.483,0.775757,17.1476,808.032,828.063,0.699341,18.4296,903.887,694.43,-0.389893,6.72479,871.235,693.685,-0.382385,5.94183,952.116,689.154,1.49701,6.44702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.84,372.27,-1.9762,4.74591,939.866,829.081,2.88239,12.77,898.876,828.538,0.613647,17.1241,810.898,829.796,0.500977,18.6011,900.636,694.961,-0.651917,6.75763,868.328,694.112,-0.78949,6.16101,950.551,689.429,1.3858,6.04816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
941.767,829.978,2.83734,12.8859,1006.95,371.968,-1.93542,5.09113,900.906,829.513,0.582336,17.0278,812.372,830.74,0.783264,18.7521,898.633,694.996,-0.666504,6.74512,949.598,689.8,1.59875,6.03308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943.915,830.731,2.89136,13.1368,903.461,830.75,0.839478,17.0605,1006.95,371.963,-1.95831,5.08597,814.648,832.627,0.655334,18.683,895.83,694.737,-0.682129,6.98798,947.728,689.68,1.60583,5.84882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984.663,398.35,-4.42426,5.33121,945.954,832.003,2.90918,13.0037,907.052,831.752,0.634644,17.6052,818.5,833.5,0.864136,19.4808,892.134,695.323,-0.376038,6.8313,945.815,690.162,1.44678,6.03998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.87,372.376,-1.98737,4.7612,947.901,832.694,2.92639,13.114,913.583,832.725,1.15173,17.4221,824.912,834.704,0.944702,18.9501,943.349,690.095,1.62494,6.09705,984.707,398.384,-4.41632,5.32812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
